Library,Location,State,Homepage,Catalog,Current Automation System Name,Current Automation System Year,Previous Automation System Name,Previous Automation System Year,Previous Automation System_1 Name,Previous Automation System_1 Year,Previous Automation System_2 Name,Previous Automation System_2 Year,Discovery Interface Name,Discovery Interface Year,Item ID Type Name,Item ID Type Year,Previous Discovery Interface Name,Previous Discovery Interface Year,Digital Asset Magement Name,Digital Asset Magement Year,Self-Check Name,Self-Check Year,OpenURL Link resolver Name,OpenURL Link resolver Year,Federated search product Name,Federated search product Year,Electronic Resource Magement Name,Electronic Resource Magement Year,Previous Automation System_3 Name,Previous Automation System_3 Year,Automated Materials Handling Name,Automated Materials Handling Year,Web Content Magement Name,Web Content Magement Year,RFID Provider Name,RFID Provider Year,Discovery Service (w/index) Name,Discovery Service (w/index) Year,RFID Tag Vendor Name,RFID Tag Vendor Year,Catalog Enhancement Name,Catalog Enhancement Year,RFID Tag Type Name,RFID Tag Type Year,Institutiol Repository Name,Institutiol Repository Year,Research Services Tool Name,Research Services Tool Year,Previous Discovery Index Name,Previous Discovery Index Year,Archives Magement Name,Archives Magement Year,Previous Link resolver Name,Previous Link resolver Year,number_of_total_trackers_homepage,behaviour_event_listeners_homepage,canvas_fingerprinters_homepage,canvas_font_fingerprinters_homepage,cookies_homepage,fb_pixel_events_homepage,key_logging_homepage,session_recorders_homepage,third_party_trackers_homepage,google_homepage,google_analytics_homepage,facebook_homepage,number_of_total_trackers_catalog,behaviour_event_listeners_catalog,canvas_fingerprinters_catalog,canvas_font_fingerprinters_catalog,cookies_catalog,fb_pixel_events_catalog,key_logging_catalog,session_recorders_catalog,third_party_trackers_catalog,google_catalog,google_analytics_catalog,facebook_catalog
Enterprise Public Library,"Enterprise, AL",Alabama,https://www.enterpriselibrary.org/,http://enterprise-pub-library.net/search.html,Atriuum,2006.0,Library.Solution,1998.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escambia County Cooperative Library System,"Escambia County, AL",Alabama,https://www.escambiacountylibrary.com/,,Atriuum,2018.0,ResourceMate,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,31.0,6.0,0.0,3.0,,,,,,,,,,,,
Eufaula Carnegie Library,"Eufaula, AL",Alabama,https://aplsnew-web.apls.state.al.us:10129/eufaula/web/,https://eufaulacarnegieal.booksys.net/opac/eufaulacarnegieal/index.html,Atriuum,,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter J. Han Library,"Fairfield, AL",Alabama,http://fairfield.lib.al.us/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairhope Public Library,"Fairhope, AL",Alabama,https://fairhopelibrary.org/,http://216.231.174.250/baldwin/,Library.Solution,2001.0,BiblioFile,1996.0,,,,,LS2 PAC,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,8.0,3.0,0.0,4.0,0.0,0.0,0.0,29.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falkville Public Library,"Falkville, AL",Alabama,http://falkvillepubliclibrary.us/,https://falkville.biblionix.com/atoz/catalog2/,Apollo,2010.0,Library.Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette County Memorial Library,"Fayette County, AL",Alabama,https://www.fcml.org/,http://12.150.227.156/,Atriuum,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flomaton Public Library,"Flomaton, AL",Alabama,https://www.flomatonpubliclibrary.org/home.html,http://flomaton.booksys.net/opac/fpl/index.html#menuHome,Atriuum,,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florence-Lauderdale Public Library,"Florence, AL",Alabama,https://www.flpl.org/,http://catalog.flpl.lib.al.us/polaris/,Polaris,2005.0,Innopac,2003.0,DRA,1992.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foley Public Library,"Foley, AL",Alabama,https://www.foleylibrary.org/,http://216.231.174.250/baldwin/,Library.Solution,2001.0,BiblioFile,1996.0,,,,,LS2 PAC,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fultondale Public Library,"Fultondale, AL",Alabama,http://fultondale.lib.al.us/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gadsden Public Library,Gadsden-Etowah County Public Library,Alabama,https://gadsdenlibrary.org/,http://catalog.gadsdenlibrary.org/opac/gpl/,Atriuum,2011.0,Symphony,2001.0,DRA,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martha Moore Library,"Gardendale, AL",Alabama,https://gardendalelibrary.org/,http://vulcan.bham.lib.al.us/,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,23.0,4.0,0.0,6.0,0.0,0.0,0.0,27.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Knox Ken Public Library,"Geneva, AL",Alabama,https://www.genevapubliclibrary.org/,,Atriuum,2006.0,Concourse,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Geraldine Public Library,"Geraldine, AL",Alabama,http://www.townofgeraldineal.com/library.html,,Atriuum,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,,,,,,,,,,,,
Ruth Holliman Public Library,"Gordo, AL",Alabama,https://www.pickenslibrary.com/gordo.html,,Atriuum,2014.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,6.0,0.0,3.0,,,,,,,,,,,,
Grant Public Library,"Grant, AL",Alabama,https://www.grantpubliclibrary.com/,,Atriuum,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,13.0,4.0,0.0,8.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,,,,,,,,,,,,
Graysville Public Library,"Graysville, AL",Alabama,http://graysville.lib.al.us/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grove Hill Public Library,"Grove Hill, AL",Alabama,https://sites.google.com/site/grovehilllibrary/,https://grovehill.biblionix.com/atoz/catalog/,Apollo,2011.0,Athe,1999.0,None,,,,,,Barcode,,,,,,None,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,2.0,0.0,7.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion County High School Community Library,"Guin, AL",Alabama,https://www.guil.org/library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
Thomas B. Norton Public Library,"Gulf Shores, AL",Alabama,https://www.gulfshoresal.gov/924/Library,http://69.85.212.228/TLCScripts/interpac.dll?SearchForm?Directions=1&config=pac,Library.Solution,2001.0,BiblioFile,1996.0,,,,,LS2 PAC,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,11.0,0.0,0.0,21.0,8.0,0.0,0.0,86.0,54.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntersville Public Library,"Guntersville, AL",Alabama,https://guntersvillelibrary.org/,http://share.guntersvillelibrary.org:8080/opac/gpl/PatronCircInfo?action=OPAC,Atriuum,,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,,,,,,,,,,,,
Hale County Library,"Hale County, AL",Alabama,http://hcplgreensboro.org/,http://hcpl.booksys.net,Atriuum,2009.0,Athe,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haleyville Public Library,"Haleyville, AL",Alabama,https://www.youseemore.com/cerl/,http://cerl.tlcdelivers.com,Library.Solution,2007.0,,,,,,,LS2 PAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0
Clyde Nix Public Library,"Hamilton, AL",Alabama,https://www.hamiltoncityal.org/Departments/Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Harpersville Public Library,"Harpersville, AL",Alabama,https://www.harpersvilleal.gov/harpersville-library,http://catalog.shelbycounty-al.org/POLARIS/default.aspx,Polaris,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,59.0,16.0,12.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McGregor-McKinney Public Library,"Hartford, AL",Alabama,https://aplsnew-web.apls.state.al.us:10137/hartford/web/,http://mmplhartford.booksys.net/opac/mmplh/index.html,Atriuum,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Bradford Huie Library of Hartselle,"Hartselle, AL",Alabama,,http://www.hartselle.org:250/opac/wbh/#menuHome,Atriuum,2006.0,Library.Solution,2005.0,Millennium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blanche R. Solomon Memorial Library,"Headland, AL",Alabama,http://www.headlandlibrary.org/,,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,5.0,4.0,0.0,,,,,,,,,,,,
Lucile L. Morgan Public Library,"Heflin, AL",Alabama,https://www.cheaharegiollibrary.org/member_libraries/lucile_morgan_public_library,http://216.180.36.15/,Atriuum,,Concourse,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane Boyd Holmes Public Library,"Hele, AL",Alabama,https://cityofhele.org/public-library/,http://catalog.shelbycounty-al.org/polaris/,Polaris,2002.0,Galaxy,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hobson City Public Library,"Hobson, AL",Alabama,https://www.townofhobsoncity.com/library/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rufus Floyd Public Library,"Hokes Bluff, AL",Alabama,https://cityofhokesbluff.com/discover/library/,http://rufusfloyd.booksys.net/opac/rfpl,Atriuum,2011.0,Concourse,1996.0,,,,,,,Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homewood Public Library,"Homewood, AL",Alabama,https://www.homewoodpubliclibrary.org/,http://encore.bham.lib.al.us/iii/encore/app,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,13.0,12.0,12.0,0.0,19.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0
Hoover Public Library,"Hoover, AL",Alabama,https://www.hooverlibrary.org/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horseshoe Bend Regiol Library,Horseshoe Bend Regiol Library,Alabama,https://www.horseshoebendlibrary.org/,https://horseshoebendlibrary.biblionix.com,Apollo,2014.0,Amlib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dothan Houston County Library System,"Houston County, AL",Alabama,https://www.dhcls.org/,http://www.catalog.houstonlovelibrary.org/uhtbin/webcat,Koha -- ByWater Solutions,2020.0,Symphony,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6.0,3.0,0.0,8.0,0.0,0.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hueytown Public Library,"Hueytown, AL",Alabama,http://hueytown.com/htnlib.htm,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ider Public Library,"Ider, AL",Alabama,,https://dekalbplal.booksys.net/opac/iderppl/index.html?#menuHome,Atriuum,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irondale Public Library,"Irondale, AL",Alabama,https://www.irondalelibrary.org/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Smith Memorial Library,"Jackson, AL",Alabama,http://www.whitesmithlibrary.org/,,Atriuum,2011.0,Concourse,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jacksonville Public Library,"Jacksonville, AL",Alabama,https://www.jacksonvillepubliclibrary.org/,https://jvil.sirsi.net/,Koha -- ByWater Solutions,2019.0,Symphony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasper Public Library,"Jasper, AL",Alabama,https://www.youseemore.com/cerl/,http://cerl.tlcdelivers.com,Library.Solution,2007.0,,,,,,,LS2 PAC,2013.0,Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0
Killen Public Library,"Killen, AL",Alabama,https://www.killel.org/library.html,,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lawrence County Public Library,"Lawrence County, AL",Alabama,https://sites.google.com/site/lawrencecpl01/,http://lawrencecplal.booksys.net/opac/lawrencecplal/index.html,Atriuum,2008.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,2.0,0.0,7.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane Culbreth Public Library,"Leeds, AL",Alabama,https://leedslibrary.com/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leighton Public Library,"Leighton, AL",Alabama,,https://leighton.biblionix.com/catalog/,Apollo,2010.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexington Public Library,"Lexington, AL",Alabama,https://www.lexingtol.org/library,https://lexington.biblionix.com/catalog/,Apollo,2018.0,Evergreen,2017.0,Apollo,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athens - Limestone Public Library,"Limestone County, AL",Alabama,https://www.alcpl.org/,http://catalog.athenslimestone.lib.al.us/,Koha -- ByWater Solutions,2016.0,Polaris,2006.0,Millennium,2003.0,DRA,1991.0,,,,,,,,,,,,,,,,,CLSI,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,32.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln Public Library,"Lincoln, AL",Alabama,https://lincollabama.com/public-library/,,Atriuum,2014.0,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lineville Public Library,"Lineville, AL",Alabama,https://cheaharegiollibrary.org/member_libraries/lineville_city_library,http://216.180.36.15/,Atriuum,,Concourse,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby Pickens Tartt Public Library,"Livingston, AL",Alabama,https://www.cityoflivingstol.com/library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Loxley Public Library,"Loxley, AL",Alabama,https://loxleypubliclibrary.blogspot.com/,http://www.baldwincat.org/,Library.Solution,2001.0,BiblioFile,1996.0,,,,,LS2 PAC,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luverne Public Library,"Luverne, AL",Alabama,http://www.luvernepubliclibrary.com/,http://66.21.97.110/,Atriuum,2015.0,Concourse,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huntsville Madison County Public Library,"Madison County, AL",Alabama,https://hmcpl.org/,http://hmcpl.org/catalog,Koha -- ByWater Solutions,2013.0,Symphony,1997.0,PLUS,1984.0,,,Aspen Discovery -- ByWater Solutions,2022.0,,,,,,,,,,,,,,,,,,,Drupal,,Bibliotheca-ITG,,,,,,,,,,,,,,,,,,,,12.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnolia Springs Public Library,"Magnolia Springs, AL",Alabama,https://www.magnoliaspringslibrary.org/library,http://www.baldwincat.org/,Library.Solution,2011.0,BiblioFile,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winfield Public Library,"Marion County, AL",Alabama,https://www.winfieldpubliclibrary.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Marshall County Cooperative Library,"Marshall County, AL",Alabama,https://www.marshallco.org/bookmobile/,,Atriuum,2022.0,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Midfield Public Library,"Midfield, AL",Alabama,http://midfield.lib.al.us/,http://www.jclc.org/services/opacmenu.html,Sierra,2013.0,Millennium,2000.0,Innopac,1996.0,CLSI,1981.0,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Berry Brown Memorial Library,"Midland City, AL",Alabama,https://maryberrybrown.library.site,https://maryberrybrown.surpass.cloud,Surpass Cloud,2022.0,ResourceMate,2011.0,,,,,,,Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,8.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrook Public Library,"Millbrook, AL",Alabama,https://cityofmillbrook.org/millbrook-public-library/,http://millbrook.booksys.net/opac/mpl/index.html,Atriuum,2013.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,5.0,4.0,0.0,9.0,0.0,0.0,2.0,28.0,20.0,12.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile Public Library,"Mobile, AL",Alabama,https://www.mobilepubliclibrary.org/,http://mobi.ent.sirsi.net/client/en_US/default,Symphony,1989.0,None,,,,,,Enterprise,2012.0,,,,,,,,,,,,,,,,,,,,,,,EBSCO Discovery Service,2016.0,,,,,,,,,,,,,,,,,21.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
