names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
April Chan,"Alameda County, California",https://ballotpedia.org/April_Chan,Special districts,Executive,Special District,,Won,"41,694","14,424",0.346,http://vote4aprilchan.com/,,,,Nonpartisan,,,,1.0,,1.0,,,,,1,3,0,1,2,0,9,9,53.88,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corina Lopez,"Alameda County, California",https://ballotpedia.org/Corina_Lopez,Special districts,Executive,Special District,,Lost,"41,694","14,283",0.343,http://www.corinalopez.com/,,,,Nonpartisan,56.0,147.0,23.0,22.0,,22.0,,22.0,22.0,,26,402,89,225,66,22,10909,976,28.20730769,,56.0,,4.0,1.0,22.0,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0
Louis Quindlen,"Alameda County, California",https://ballotpedia.org/Louis_Quindlen,Special districts,Executive,Special District,,Won,"14,297","11,547",0.808,http://quindlen4peralta.org,,,,Nonpartisan,,13.0,22.0,7.0,3.0,7.0,,,3.0,,7,99,38,13,20,28,1584,532,62.06857143,28.0,,,7.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Cindi Reiss,"Alameda County, California",https://ballotpedia.org/Cindi_Reiss,Special districts,Executive,Special District,,Won,"32,815","19,595",0.597,https://www.cindireiss2022.com/,,,,Nonpartisan,,12.0,,1.0,,,,9.0,9.0,,9,43,0,12,19,12,2974,934,7.806666667,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Saleem Gilmore,"Alameda County, California",https://ballotpedia.org/Saleem_Gilmore,Special districts,Executive,Special District,,Lost,"32,815","13,220",0.403,https://www.saleemforperalta.com/,saleemgilmore,,,Nonpartisan,10.0,124.0,1.0,1.0,9.0,1.0,1.0,13.0,,,16,181,21,135,12,13,3972,888,52.445,,2.0,,7.0,3.0,,,,,1.0,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,24.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0
Seth Steward,"Alameda County, California",https://ballotpedia.org/Seth_Steward,Special districts,Executive,Special District,,Lost,"22,222","9,085",0.409,https://sethstewardforperalta.com,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Marcy Masumoto,"Fresno County, California",https://ballotpedia.org/Marcy_Masumoto,County board of education,Executive,County,,Won,"31,252","19,790",0.633,https://www.masumoto4fcboe.com/,MarcyMasumoto,,,Nonpartisan,,,10.0,17.0,,,,,1.0,,17,30,10,2,18,0,3409,800,53.966875,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Flores,"Kern County, California",https://ballotpedia.org/Jeff_Flores,Board of Supervisors,Legislative,County,District 3,Won,"37,020","19,441",0.525,https://flores4supervisor.com/,,,,Nonpartisan,6.0,,1.0,5.0,1.0,5.0,5.0,,4.0,,5,28,1,7,20,0,1060,556,45.21,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Smith,"Kern County, California","https://ballotpedia.org/Brian_Smith_(Kern_County_Board_of_Supervisors_candidate,_California)",Board of Supervisors,Legislative,County,District 3,Lost,"37,020","17,579",0.475,https://briansmithforsupervisor.com/,,,,Nonpartisan,9.0,8.0,1.0,8.0,4.0,8.0,,,4.0,,8,45,1,18,24,2,4942,1670,23.74,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0
Lori Cisneros,"Kern County, California",https://ballotpedia.org/Lori_Cisneros,County board of education,Executive,County,,Won,"31,271","18,649",0.596,https://www.cisneros4trustee.com/,,,,Nonpartisan,,17.0,,,3.0,,,15.0,3.0,,9,51,0,30,6,15,1496,484,64.61777778,,,,,,,,,,,,9.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,13.0,2.0,0.0,5.0,0.0,0.0,0.0,13.0
Robert Luna,"Los Angeles County, California",https://ballotpedia.org/Robert_Luna,Sheriff,Executive,County,,Won,"2,237,866","1,370,837",0.613,https://www.lunaforsheriff.com/,,,,Nonpartisan,105.0,51.0,1.0,,2.0,,,,5.0,,34,244,46,191,7,0,11398,1848,15.74029412,,,,,,,,,,,,,,1.0,,,34.0,19.0,24.0,,,,,,2.0,,,,,,,,,,,,,,,,49.0,13.0,1.0,0.0,5.0,0.0,0.0,0.0,30.0
Alex Villanueva,"Los Angeles County, California",https://ballotpedia.org/Alex_Villanueva_(California),Sheriff,Executive,County,,Lost,"2,237,866","867,029",0.387,https://alexvillanueva.org/,alex4sheriff,,,Nonpartisan,,,,1.0,,1.0,,,,,1,3,0,1,2,0,26,23,41.36,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,19.0,6.0,0.0,15.0,0.0,0.0,0.0,82.0
Lindsey Horvath,"Los Angeles County, California",https://ballotpedia.org/Lindsey_Horvath,Board of Supervisors,Legislative,County,District 3,Won,"486,555","257,736",0.53,https://www.lindseyhorvath.com/,LindseyPHorvath,,,Nonpartisan,,14.0,,,,,,,3.0,,4,17,0,14,3,0,500,209,47.6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0
Robert Hertzberg,"Los Angeles County, California",https://ballotpedia.org/Robert_Hertzberg,Board of Supervisors,Legislative,County,District 3,Lost,"486,555","228,819",0.47,https://www.hertzbergforsupervisor.com/,hertzieLA,,,Democratic Party,3.0,9.0,,,1.0,,,,,,1,14,1,12,1,0,294,181,-27.81,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Anthony Perry,"Los Angeles County, California",https://ballotpedia.org/Anthony_Perry_(California),Special districts,Executive,Special District,,Lost,"5,540","1,642",0.296,https://anthonyperry.org/,anthonyperryusa,,,American Independent Party,,,,1.0,3.0,,,16.0,,,1,28,4,0,4,20,171,106,48.81,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Skyy Fisher,"Los Angeles County, California",https://ballotpedia.org/Skyy_Fisher,Special districts,Executive,Special District,,Lost,"5,540",981,0.177,http://www.skyyfisher.com/,,,,Nonpartisan,,14.0,,1.0,2.0,,,1.0,1.0,,1,21,0,15,5,1,33,31,85.69,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,68.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,49.0
Juanita Doplemore,"Los Angeles County, California",https://ballotpedia.org/Juanita_Doplemore,Special districts,Executive,Special District,,Won,"6,172","4,424",0.717,http://www.doplemorecommunitycollege.com/,,,,Nonpartisan,10.0,18.0,2.0,,4.0,,,1.0,,,3,38,3,28,4,3,416,194,16.30333333,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,55.0
Alfredo Bañuelos,"Los Angeles County, California",https://ballotpedia.org/Alfredo_Ba%C3%B1uelos,Special districts,Executive,Special District,,Lost,"6,172","1,748",0.283,http://www.alfredobanuelos.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leticia Vasquez-Wilson,"Los Angeles County, California",https://ballotpedia.org/Leticia_Vasquez-Wilson,Special districts,Executive,Special District,,Lost,"9,096","4,154",0.457,http://www.leticia4comptoncollege.com/,,,,Democratic Party,,17.0,,,,,,,2.0,,4,19,0,17,2,0,480,236,21.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,44.0
Sunny Zia,"Los Angeles County, California",https://ballotpedia.org/Sunny_Zia,Special districts,Executive,Special District,,Won,"13,247","9,616",0.726,https://sunnyzia.com/,,,,Nonpartisan,,,1.0,1.0,,,6.0,,,1.0,2,14,3,1,7,3,861,444,10.905,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0
Virginia Baxter,"Los Angeles County, California",https://ballotpedia.org/Virginia_Baxter,Special districts,Executive,Special District,,Won,"32,436","19,194",0.592,http://www.virginiabaxter.com/,,,,Nonpartisan,3.0,5.0,2.0,1.0,,1.0,,,,,1,18,6,9,2,1,149,89,52.6,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,9.0,0.0,0.0,4.0,2.0,0.0,0.0,9.0
Juan Cepeda-Rizo,"Los Angeles County, California",https://ballotpedia.org/Juan_Cepeda-Rizo,Special districts,Executive,Special District,,Lost,"32,436","13,242",0.408,http://www.juan4lbcc.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Veres,"Los Angeles County, California",https://ballotpedia.org/Steve_Veres,Special districts,Executive,Special District,,Won,"954,072","632,269",0.663,https://www.steveveres.com/,,sveres,,Nonpartisan,,15.0,11.0,7.0,5.0,7.0,,23.0,2.0,1.0,8,130,44,24,23,39,1432,502,80.1725,10.0,25.0,,2.0,1.0,,,,,,,,2.0,2.0,,,3.0,3.0,,,3.0,,1.0,,,6.0,1.0,,,,,,,,,,,,,,115.0,18.0,1.0,0.0,33.0,3.0,0.0,0.0,60.0
Jason Aula,"Los Angeles County, California",https://ballotpedia.org/Jason_Aula,Special districts,Executive,Special District,,Lost,"954,072","175,200",0.184,http://www.jasonaula.com/,,,,Nonpartisan,33.0,273.0,,23.0,,23.0,,,23.0,,23,543,19,340,69,115,3212,745,25.57045455,115.0,19.0,,,,,,,,,,,,11.0,,,,,,,,4.0,,19.0,,,,,,,,,,,,,,,,,39.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0
Sara Hernandez,"Los Angeles County, California",https://ballotpedia.org/Sara_Hernandez,Special districts,Executive,Special District,,Won,"967,620","523,645",0.541,https://www.sarahernandez.com/,SaritaJH,,,Nonpartisan,,501.0,61.0,20.0,17.0,1.0,,88.0,3.0,1.0,24,746,82,503,73,88,2915,626,40.16291667,,,,1.0,9.0,,,9.0,,,1.0,,9.0,,,,1.0,,1.0,,,,,,,,,23.0,,,,,,,,,,,,,16.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Gabriel Buelna,"Los Angeles County, California",https://ballotpedia.org/Gabriel_Buelna,Special districts,Executive,Special District,,Won,"928,855","678,690",0.731,https://buelnaforcollegeboard.nationbuilder.com/,,,gabriel_buelna,Nonpartisan,,325.0,24.0,15.0,3.0,15.0,,15.0,,1.0,24,456,65,342,33,16,4503,951,69.88416667,1.0,15.0,,9.0,1.0,15.0,,,,,1.0,,6.0,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,34.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,15.0
Kelsey Iino,"Los Angeles County, California",https://ballotpedia.org/Kelsey_Iino,Special districts,Executive,Special District,,Won,"966,050","600,288",0.621,https://www.kelseyiino.com/,kelseyiino,,,Nonpartisan,82.0,620.0,35.0,51.0,49.0,51.0,,102.0,,6.0,56,1269,118,759,151,241,13328,769,40.89464286,133.0,,,5.0,,51.0,6.0,,,,22.0,,51.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,33.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0
Nancy Pearlman,"Los Angeles County, California",https://ballotpedia.org/Nancy_Pearlman,Special districts,Executive,Special District,,Lost,"966,050","254,819",0.264,http://www.nancypearlman.net/,,,,Democratic Party,41.0,153.0,,14.0,,14.0,,,14.0,,14,291,13,229,42,7,4160,1098,-5.429285714,7.0,13.0,,,,1.0,,,,1.0,,,,,,,,,,13.0,1.0,,,19.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
William Cooper,"Los Angeles County, California",https://ballotpedia.org/William_Cooper,Special districts,Executive,Special District,,Won,"23,823","15,229",0.639,https://votebillcooper.com/,,,,Nonpartisan,,110.0,53.0,15.0,5.0,15.0,,,6.0,1.0,15,240,69,124,41,6,4590,1071,31.81866667,6.0,,2.0,15.0,,,,,,,,,1.0,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,117.0,29.0,7.0,1.0,12.0,4.0,0.0,0.0,64.0
Sage Rafferty,"Los Angeles County, California",https://ballotpedia.org/Sage_Rafferty,Special districts,Executive,Special District,,Lost,"28,670","8,924",0.311,http://www.sagerafferty.com/,RaffertySage,,sagerafferty,Nonpartisan,28.0,7.0,2.0,2.0,3.0,,,,7.0,,7,61,7,39,12,3,3688,860,45.94714286,1.0,5.0,,,,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,35.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0
Maria Gutzeit,"Los Angeles County, California",https://ballotpedia.org/Maria_Gutzeit,Special districts,Executive,Special District,,Won,"26,479","13,633",0.515,http://www.electmaria.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynne Plambeck,"Los Angeles County, California",https://ballotpedia.org/Lynne_Plambeck,Special districts,Executive,Special District,,Lost,"26,479","12,846",0.485,https://plambeckforscvwater.com/,,,,Nonpartisan,,,,7.0,9.0,,,329.0,,,7,402,34,0,16,352,1986,674,44.87285714,22.0,34.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Carol Kwan,"Los Angeles County, California",https://ballotpedia.org/Carol_Kwan,Special districts,Executive,Special District,,Lost,"44,164","21,137",0.479,https://carolkwan.com/,,,,Nonpartisan,,3.0,2.0,1.0,3.0,,,33.0,,,1,53,7,3,4,39,323,178,27.19,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Scott Houston,"Los Angeles County, California",https://ballotpedia.org/Scott_Houston_(California),Special districts,Executive,Special District,,Won,"49,469","31,364",0.634,http://scotthouston.org/,,,,Nonpartisan,26.0,461.0,7.0,,3.0,,,69.0,1.0,,23,594,11,488,26,69,4440,1010,31.99565217,,4.0,,,,,,22.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanjay Gaur,"Los Angeles County, California",https://ballotpedia.org/Sanjay_Gaur,Special districts,Executive,Special District,,Lost,"49,469","18,105",0.366,https://gaurforwaterboard2022.com,,,,Nonpartisan,,13.0,3.0,6.0,4.0,,,18.0,1.0,,6,47,3,15,11,18,934,344,34.24,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,23.0,2.0,0.0,35.0,0.0,0.0,0.0,72.0
Joy Langford,"Los Angeles County, California",https://ballotpedia.org/Joy_Langford,Special districts,Executive,Special District,,Won,"98,760","53,577",0.542,http://www.joyforwaterboard.com/,joylangford4,,,Nonpartisan,,23.0,4.0,2.0,1.0,2.0,,1.0,1.0,,2,45,12,25,6,2,1725,734,-17.615,,8.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mike Murchison,"Los Angeles County, California",https://ballotpedia.org/Mike_Murchison,Special districts,Executive,Special District,,Lost,"141,325","38,102",0.27,https://www.murchison4wrdboard.com/,,,,Nonpartisan,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gerrie Schipske,"Los Angeles County, California",https://ballotpedia.org/Gerrie_Schipske,Special districts,Executive,Special District,,Lost,"141,325","33,166",0.235,http://www.ratepayeradvocate.com/,,,,Nonpartisan,46.0,17.0,45.0,15.0,,15.0,,,,,15,194,71,93,30,0,23387,879,43.01466667,,26.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abby Baron,"Los Angeles County, California",https://ballotpedia.org/Abby_Baron,Judicial,Judicial,County,,Won,"1,855,298","1,026,143",0.553,https://baronforjudge.com/,,,,Nonpartisan,4.0,112.0,4.0,1.0,1.0,1.0,,,,,1,135,5,117,3,10,1260,665,57.47,3.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,29.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,15.0
Anna Slotky Reitano,"Los Angeles County, California",https://ballotpedia.org/Anna_Slotky_Reitano,Judicial,Judicial,County,,Lost,"1,855,298","829,155",0.447,https://www.reitanoforjudge.com/,AnnaForLAJudge,,,Nonpartisan,,6.0,,,3.0,,,5.0,2.0,,3,16,0,6,5,5,2317,923,-48.91333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,14.0,2.0,0.0,7.0,0.0,0.0,0.0,43.0
Fernanda Maria Barreto,"Los Angeles County, California",https://ballotpedia.org/Fernanda_Maria_Barreto,Judicial,Judicial,County,,Won,"1,883,271","999,890",0.531,https://www.fernandabarreto4judge.com,barreto4judge,,,Nonpartisan,,1.0,,3.0,1.0,3.0,,,2.0,,3,21,1,11,9,0,144,86,83.76,,,,,,1.0,,,,,,6.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,68.0,12.0,0.0,0.0,30.0,1.0,0.0,0.0,25.0
Elizabeth Lashley-Haynes,"Los Angeles County, California",https://ballotpedia.org/Elizabeth_Lashley-Haynes,Judicial,Judicial,County,,Lost,"1,883,271","883,381",0.469,https://www.lashley-haynesforjudge2022.com/,LashleyHaynes4J,,,Nonpartisan,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Holly Hancock,"Los Angeles County, California",https://ballotpedia.org/Holly_Hancock,Judicial,Judicial,County,,Won,"1,900,092","1,113,747",0.586,https://hancock4judge.com/,Holly4thebench,,,Nonpartisan,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,17,15,63.7,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Renee Yolande Chang,"Los Angeles County, California",https://ballotpedia.org/Renee_Yolande_Chang,Judicial,Judicial,County,,Lost,"1,900,092","786,345",0.414,https://www.reneechangforjudge.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Melissa Lyons,"Los Angeles County, California",https://ballotpedia.org/Melissa_Lyons_(California),Judicial,Judicial,County,,Won,"1,829,539","1,090,879",0.596,https://melissalyons4judge.com/,,,,Nonpartisan,,,,,3.0,,,84.0,,,4,152,46,0,3,103,948,466,49.155,19.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Leslie Gutierrez,"Los Angeles County, California",https://ballotpedia.org/Leslie_Gutierrez,Judicial,Judicial,County,,Lost,"1,829,539","738,660",0.404,https://www.lesliegutierrezforjudge2022.com/,,,,Nonpartisan,1.0,2.0,,2.0,,2.0,,,1.0,,2,11,1,5,5,0,33,24,131.04,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
Melissa Hammond,"Los Angeles County, California",https://ballotpedia.org/Melissa_Hammond,Judicial,Judicial,County,,Won,"1,861,322","1,148,559",0.617,https://www.melissahammondforjudge.com,Hammond4Judge,,,Nonpartisan,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Carolyn Park,"Los Angeles County, California",https://ballotpedia.org/Carolyn_Park,Judicial,Judicial,County,,Lost,"1,861,322","712,763",0.383,https://www.parkforjudge2022.com,parkforjudge,,,Nonpartisan,1.0,2.0,,2.0,,2.0,,,1.0,,2,11,1,5,5,0,33,24,131.04,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Hare,"Los Angeles County, California",https://ballotpedia.org/Patrick_Hare,Judicial,Judicial,County,,Won,"1,848,955","1,102,901",0.596,https://patrickhareforjudge.com,,,,Nonpartisan,,1.0,,1.0,,1.0,,,1.0,,1,9,0,1,3,5,275,171,52.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,55.0
Karen A. Brako,"Los Angeles County, California",https://ballotpedia.org/Karen_Brako,Judicial,Judicial,County,,Lost,"1,848,955","746,054",0.404,https://brakoforjudge.com/,,,,Nonpartisan,8.0,4.0,,2.0,,2.0,1.0,,1.0,,2,27,2,12,6,7,1078,401,34.11,6.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mari Barke,"Orange County, California",https://ballotpedia.org/Mari_Barke,Board of Education,Executive,Special District,District 2,Won,"127,494","74,868",0.587,https://maribarke.com/,,,,Nonpartisan,,,,1.0,,,,5.0,5.0,,5,22,5,0,11,6,845,357,34.302,,,,,,,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,18.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Paulette Chaffee,"Orange County, California",https://ballotpedia.org/Paulette_Chaffee,Board of Education,Executive,Special District,District 4,Lost,"77,702","25,942",0.334,https://paulettechaffee.com/,,,,Nonpartisan,,,,1.0,,1.0,,,,,1,3,0,1,2,0,2,2,-6.7,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisa Sparks,"Orange County, California",https://ballotpedia.org/Lisa_Sparks,Board of Education,Executive,Special District,District 5,Won,"152,323","98,682",0.648,https://www.sparksforschools.com/,,,,Nonpartisan,,,,,1.0,,,5.0,3.0,,5,14,0,0,9,5,1650,636,39.3,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Sherine Smith,"Orange County, California",https://ballotpedia.org/Sherine_Smith,Board of Education,Executive,Special District,District 5,Lost,"152,323","53,641",0.352,https://votesherine.com/,,,,Nonpartisan,,,,1.0,,,1.0,,,,1,2,0,0,2,0,28,25,74.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
Vicente Sarmiento,"Orange County, California",https://ballotpedia.org/Vicente_Sarmiento,Board of Supervisors,Legislative,County,District 2,Won,"95,707","49,459",0.517,https://www.sarmientoforsupervisor.com/,mayor_sarmiento,,,Nonpartisan,,51.0,,,,,,,1.0,,14,328,30,73,1,224,3060,790,41.35071429,,15.0,,,1.0,14.0,,,,1.0,,,,,,,2.0,14.0,,,,5.0,,,,,,,224.0,,,,,,,,,,,,39.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,27.0
Doug Chaffee,"Orange County, California",https://ballotpedia.org/Doug_Chaffee_(California),Board of Supervisors,Legislative,County,District 4,Won,"131,628","72,869",0.554,https://supervisordougchaffee.com/,,,SupChaffee4,Nonpartisan,,,3.0,,,,4.0,1.0,,,1,9,4,0,4,1,834,432,26.27,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0
